record_id,title,section,priority,initial_note_quality,audit_computed_source_quality,source_match_score,original_note_source,content_provenance,note_file,full_text_status,full_text_basis,pdf_pages,pdf_sha256,title_similarity,review_standard,claim_use_status
450,GUI-Actor Coordinate-Free Visual Grounding for GUI Agents,S5.2,P1,A,B,1.000,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2025-06-GUI-Actor Coordinate-Free Visual Grounding for GUI Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0450.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
453,LCoW- Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,S5.2,P1,A,B,1.000,S5/S5.2/P1/Part_1/S5_2_P1_part1_markdowns_deep_verified_fixed/2025-03-Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0453.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
454,Prune4Web- DOM Tree Pruning Programming for Web Agent,S5.2,P1,A,A,1.000,S5.2_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0454.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
456,WebSRC- A Dataset for Web-Based Structural Reading Comprehension,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5_2_P2/paper_first_notes/S5_2_P2_01_WebSRC_A_Dataset_for_Web-Based_Structural_Reading_Comprehension.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0456.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
457,Synapse Trajectory-as-Exemplar Prompting with Memory for Computer Control,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5.2_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0457.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
458,Hierarchical Multimodal Pre-training for Visually Rich Webpage Understanding,S5.2,P2,B,A,0.984,S5/S5.2/P2/S5_2_P2/paper_first_notes/S5_2_P2_03_Hierarchical_Multimodal_Pre-training_for_Visually_Rich_Webpage_Understanding_WebLM.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0458.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
459,Dual-View Visual Contextualization for Web Navigation,S5.2,P2,B,A,0.954,S5/S5.2/P2/S5.2_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0459.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
460,Ferret-UI- Grounded Mobile UI Understanding with Multimodal LLMs,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5.2_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0460.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
462,GUI-World A Video Benchmark and Dataset for Multimodal GUI-oriented Understanding,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_08_GUI-WORLD_A_Video_Benchmark_and_Dataset_for_Multimodal_GUI-oriented_Understanding.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0462.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
463,GUICourse From General Vision Language Models to Versatile GUI Agents,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_07_GUICourse_From_General_Vision_Language_Model_to_Versatile_GUI_Agent.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0463.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
464,ScreenAI- A Vision-Language Model for UI and Infographics Understanding,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5.2_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0464.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
465,Aguvis Unified Pure Vision Agents for Autonomous GUI Interaction,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5.2_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0465.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
466,InfiGUIAgent A Multimodal Generalist GUI Agent with Native Reasoning and Reflection,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_11_InfiGUIAgent_A_Multimodal_Generalist_GUI_Agent_with_Native_Reasoning_and_Reflection.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0466.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
467,HtmlRAG- HTML is Better Than Plain Text for Modeling Retrieved Knowledge in RAG Systems,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5.2_P2_merged.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0467.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
471,ScreenSpot-Pro- GUI Grounding for Professional High-Resolution Computer Use,S5.2,P2,B,A,1.000,S5/S5.2/P2/S5_2_P2_paper_first_detailed_markdown_notes/S5_2_P2_16_ScreenSpot-Pro_GUI_Grounding_for_Professional_High-Resolution_Computer_Use.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0471.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,"Complete structured reading focused on relevance, method, results, contributions, and limitations",paper-specific note retained for synthesis
479,RaDA- Retrieval-augmented Web Agent Planning with LLMs,S5.3,P1,A,B,1.000,S5.3_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0479.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
481,Agent S2 A Compositional Generalist-Specialist Framework for Computer Use Agents,S5.3,P1,A,B,1.000,S5.3_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0481.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
482,WebRollback Enhancing Web Agents with Explicit Rollback Mechanisms,S5.3,P1,A,B,1.000,S5/S5.3/P1/07 - 2025-04-WebRollback Enhancing Web Agents with Explicit Rollback Mechanisms.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0482.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
483,AGENTOCCAM- A Simple Yet Strong Baseline for LLM-Based Web Agents,S5.3,P1,A,A,1.000,S5.3_global.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0483.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
484,WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents,S5.3,P1,A,B,1.000,S5/S5.3/P1/06 - 2025-05 - WebDreamer- Is Your LLM Secretly a World Model of the Internet Model-Based Planning for Web Agents.md,existing paper-specific note preserved after title and coverage audit,notes/papers/0484.md,existing review archive audited; no current-cycle PDF verification,Paper-specific substantive note retained from the supplied review archive; the repository does not store third-party PDFs,,,,Deep critical analysis and detailed notes,paper-specific note retained for synthesis
