record_id,title,register_status,register_venue,register_identifier,found_title,found_venue,found_type,found_year,found_doi,openalex_id,title_match,VERDICT,notes
534,Explorer: Scaling Exploration-driven Web Trajectory Synthesis for Multimodal Web Agents,Archival published,Findings of ACL,https://doi.org/10.18653/v1/2025.findings-acl.326,Explorer: Scaling Exploration-driven Web Trajectory Synthesis for Multimodal Web Agents,Findings of the Association for Computational Linguistics: ACL 2025,proceedings-article,2025,10.18653/v1/2025.findings-acl.326,,1.0,VENUE_MISMATCH,register venue 'Findings of ACL' vs external 'Findings of the Association for Computational Linguistics: ACL 2025'
535,InSTA: Towards Internet-Scale Training For Agents,Preprint/technical report,arXiv preprint arXiv:2502.06776,https://doi.org/10.48550/arXiv.2502.06776,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
536,Web-Shepherd Advancing PRMs for Reinforcing Web Agents,Archival published,Advances in NeurIPS,arXiv:2505.15277,Web-Shepherd: Advancing PRMs for Reinforcing Web Agents,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-2127,,1.0,OK,
537,WorkForceAgent-R1 Incentivizing Reasoning Capability in LLM-based Web Agents via Reinforcement Learning,Archival published,Findings of the Association for Computational Linguistics: EACL 2026,arXiv:2503.07093,WorkForceAgent-R1: Incentivizing Reasoning Capability in LLM-based Web Agents via Reinforcement Learning,Findings of the Association for Computational Linguistics: EACL 2026,proceedings-article,2026,10.18653/v1/2026.findings-eacl.3,,1.0,OK,
538,Go-Browse: Training Web Agents with Structured Exploration,Archival published,International Conference on Learning Representations,arXiv:2506.03533,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
539,TGPO: TREE-GUIDED PREFERENCE OPTIMIZATION FOR ROBUST WEB AGENT REINFORCEMENT LEARNING,Archival published,ICASSP,arXiv:2509.14172,TGPO: Tree-Guided Preference Optimization for Robust Web Agent Reinforcement Learning,"ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",proceedings-article,2026,10.1109/icassp55912.2026.11464574,,1.0,VENUE_MISMATCH,"register venue 'ICASSP' vs external 'ICASSP 2026 - 2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)'"
540,WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents,Preprint/technical report,arXiv preprint arXiv:2509.06501,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
541,WebAgent-R1: Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,Archival published,Proceedings of EMNLP,arXiv:2504.20073,WebAgent-R1: Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2025,10.18653/v1/2025.emnlp-main.401,,1.0,VENUE_MISMATCH,register venue 'Proceedings of EMNLP' vs external 'Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing'
542,WebCoach: Self-Evolving Web Agents with Cross-Session Memory Guidance,Preprint/technical report,arXiv preprint arXiv:2511.12997,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
543,TongUI: Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,Archival published,Proceedings of AAAI,arXiv:2504.16612,TongUI: Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i15.38229,,1.0,OK,
544,INFINITEWEB: Scalable Web Environment Synthesis for GUI Agent Training,Preprint/technical report,arXiv preprint arXiv:2601.04126,,InfiniteWeb: Scalable Web Environment Synthesis for GUI Agent Training,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.1313,,1.0,UPGRADE,register says 'Preprint/technical report' but external source shows published in 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
545,Avenir-Web1: Human-Experience-Imitating Multimodal Web Agents with Mixture of Grounding Experts,Preprint/technical report,arXiv preprint arXiv:2602.02468,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
546,How to Train Your LLM Web Agent: A Statistical Diagnosis,Archival published,Advances in NeurIPS,arXiv:2507.04103,How to Train Your LLM Web Agent: A Statistical Diagnosis,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-1774,,1.0,OK,
547,OpAgent: Operator Agent for Web Navigation,Preprint/technical report,arXiv preprint arXiv:2602.13559,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
548,WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,Archival published,Proceedings of CVPR,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
549,WebWorld: A Large-Scale World Model for Web Agent Training,Preprint/technical report,arXiv preprint arXiv:2602.14721,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
550,Safe and Scalable Web Agent Learning via Recreated Websites,Preprint/technical report,arXiv preprint arXiv:2603.10505,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
551,Structured Distillation of Web Agent Capabilities Enables Generalization,Preprint/technical report,arXiv preprint arXiv:2604.07776,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
552,SynthAgent: Adapting Web Agents with Synthetic Supervision,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2026.acl-long.716,SynthAgent: Adapting Web Agents with Synthetic Supervision,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.716,,1.0,VENUE_MISMATCH,register venue 'Proceedings of ACL (Long Papers)' vs external 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
553,WebChain: A Large-Scale Human-Annotated Dataset of Real-World Web Interaction Traces,Preprint/technical report,arXiv preprint arXiv:2603.05295,,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
554,WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents,Archival published,International Conference on Learning Representations,arXiv:2603.05044,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
555,AgentOhana Design Unified Data and Training Pipeline for Effective Agent Learning,Preprint/technical report,,2402.15506,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
556,On the Multi-turn Instruction Following for Conversational Web Agents,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 8795-8812",https://doi.org/10.18653/v1/2024.acl-long.477,On the Multi-turn Instruction Following for Conversational Web Agents,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.477,,1.0,OK,
558,AutoGuide: Automated Generation and Selection of Context-Aware Guidelines for Large Language Model Agents,Archival published,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",https://doi.org/10.52202/079017-3811,AutoGuide: Automated Generation and Selection of Context-Aware Guidelines for Large Language Model Agents,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-3811,,1.0,OK,
559,Trial and Error: Exploration-Based Trajectory Optimization for LLM Agents,Archival published,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 7584–7600",https://doi.org/10.18653/v1/2024.acl-long.409,Trial and Error: Exploration-Based Trajectory Optimization of LLM Agents,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.409,,0.979,OK,
560,AutoManual: Constructing Instruction Manuals by LLM Agents via Interactive Environmental Learning,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://proceedings.neurips.cc/,AutoManual: Constructing Instruction Manuals by LLM Agents via Interactive Environmental Learning,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-0019,,1.0,OK,
561,Navigating WebAI: Training Agents to Complete Web Tasks with Large Language Models and Reinforcement Learning,Archival published,Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing (SAC 2024),https://doi.org/10.1145/3605098.3635903,Navigating WebAI: Training Agents to Complete Web Tasks with Large Language Models and Reinforcement Learning,Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing,proceedings-article,2024,10.1145/3605098.3635903,,1.0,OK,
562,AgentGym: Evaluating and Training Large Language Model-based Agents across Diverse Environments,Archival published,"Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (ACL 2025), Long Papers",https://doi.org/10.18653/v1/2025.acl-long.1355,AgentGym: Evaluating and Training Large Language Model-based Agents across Diverse Environments,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.1355,,1.0,OK,
563,Re-ReST: Reflection-Reinforced Self-Training for Language Agents,Archival published,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024),https://doi.org/10.18653/v1/2024.emnlp-main.861,Re-ReST: Reflection-Reinforced Self-Training for Language Agents,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2024,10.18653/v1/2024.emnlp-main.861,,1.0,OK,
564,Watch Every Step LLM Agent Learning via Iterative Step-Level Process Refinement,Archival published,"EMNLP 2024 (Main), pp. 1556–1572",https://doi.org/10.18653/v1/2024.emnlp-main.93; 2406.11176,Watch Every Step! LLM Agent Learning via Iterative Step-level Process Refinement,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2024,10.18653/v1/2024.emnlp-main.93,,1.0,VENUE_MISMATCH,"register venue 'EMNLP 2024 (Main), pp. 1556–1572' vs external 'Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing'"
565,Auto-Intent: Automated Intent Discovery and Self-Exploration for Large Language Model Web Agents,Archival published,Findings of the Association for Computational Linguistics: EMNLP 2024,https://doi.org/10.18653/v1/2024.findings-emnlp.964,Auto-Intent: Automated Intent Discovery and Self-Exploration for Large Language Model Web Agents,Findings of the Association for Computational Linguistics: EMNLP 2024,proceedings-article,2024,10.18653/v1/2024.findings-emnlp.964,,1.0,OK,
566,Synatra: Turning Indirect Knowledge into Direct Demonstrations for Digital Agents at Scale,Archival published,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),https://doi.org/10.52202/079017-2908,Synatra: Turning Indirect Knowledge into Direct Demonstrations for Digital Agents at Scale,Advances in Neural Information Processing Systems 37,proceedings-article,2024,10.52202/079017-2908,,1.0,OK,
567,Training Agents with Weakly Supervised Feedback from Large Language Models,Preprint/technical report,arXiv (Tencent),2411.19547,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
568,OS-Genesis Automating GUI Agent Trajectory Construction via Reverse Task Synthesis,Archival published,"ACL 2025 (Long, pp. 5555–5579)",https://doi.org/10.18653/v1/2025.acl-long.277; 2412.19723,OS-Genesis: Automating GUI Agent Trajectory Construction via Reverse Task Synthesis,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.277,,1.0,VENUE_MISMATCH,"register venue 'ACL 2025 (Long, pp. 5555–5579)' vs external 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'"
569,Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,Archival published,International Conference on Learning Representations,arXiv:2501.10893,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
570,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,Archival published,COLM 2025,OpenReview SoEmgM1ioC; 2502.14496,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
571,AgentRM Enhancing Agent Generalization with Reward Modeling,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2025.acl-long.945,AgentRM: Enhancing Agent Generalization with Reward Modeling,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2025,10.18653/v1/2025.acl-long.945,,1.0,VENUE_MISMATCH,register venue 'Proceedings of ACL (Long Papers)' vs external 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)'
572,Mobile-Agent-V A Video-Guided Approach for Effortless and Efficient Operational Knowledge Injection in Mobile Automation,Preprint/technical report,arXiv,2505.13887,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
573,Reinforcement Learning for Long-Horizon Interactive LLM Agents,Preprint/technical report,arXiv (Apple),2502.01600,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
574,Symbiotic Cooperation for Web Agents: Harnessing Complementary Strengths of Large and Small LLMs,Preprint/technical report,,2502.07942,,,,,,,,NO_MATCH,not found in OpenAlex or Crossref; verify by hand
575,Large Language Models Empowered Personalized Web Agents,Archival published,"WWW 2025 (Oral), pp. 198–215",https://doi.org/10.1145/3696410.3714842; 2410.17236,Large Language Models Empowered Personalized Web Agents,Proceedings of the ACM on Web Conference 2025,proceedings-article,2025,10.1145/3696410.3714842,,1.0,VENUE_MISMATCH,"register venue 'WWW 2025 (Oral), pp. 198–215' vs external 'Proceedings of the ACM on Web Conference 2025'"
