record_id,title,year,venue,publication_status,status_category,existing_identifier,existing_archival_doi,doi_final,doi_status,doi_source,verification_url,crossref_title,crossref_score,crossref_type,crossref_year,openalex_title,openalex_score,manual_decision,notes
514,MANGO- Multi-Agent Web Navigation via Global-View Optimization,2026,Proceedings of ACL,Published,Archival published,arXiv:2604.18779,,10.18653/v1/2026.acl-long.646,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2026.acl-long.646,Mango: Multi-Agent Web Navigation via Global-View Optimization,1.0400,proceedings-article,2026,,,,
516,Can Language Models Serve as Text-Based World Simulators,2024,Proceedings of ACL (Short Papers),Published,Archival published,https://doi.org/10.18653/v1/2024.acl-short.1,10.18653/v1/2024.acl-short.1,10.18653/v1/2024.acl-short.1,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.acl-short.1,Can Language Models Serve as Text-Based World Simulators?,1.0000,proceedings-article,2024,,,,
517,WebRL- Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c66e1fcc9691aae706250638f36f681b-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,WebAgent-R1: Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,0.6210,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
518,Multimodal Web Navigation with Instruction-Finetuned Foundation Models,2024,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2024/hash/7ef7d8359036afd8c2378d82c21058a4-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Open-World Multimodal Understanding and Generation with Efficiently Finetuned Foundation Models,0.5941,journal-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
521,Agent Workflow Memory,2025,Proceedings of the 42nd International Conference on Machine Learning,Published,Archival published,https://proceedings.mlr.press/v267/wang25bx.html,,,verified_no_archival_doi_expected_for_venue,,,Reliable SOC LLM Agent with Workflow Generation,0.4325,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
524,"OpenWebVoyager- Building Multimodal Web Agents via Iterative Real-World Exploration, Feedback and Optimization",2025,Proceedings of ACL (Long Papers),Published,Archival published,arXiv:2410.19609,,10.18653/v1/2025.acl-long.1336,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.acl-long.1336,"OpenWebVoyager: Building Multimodal Web Agents via Iterative Real-World Exploration, Feedback and Optimization",1.0400,proceedings-article,2025,,,,
527,AdaptAgent Adapting Multimodal Web Agents with Few-Shot Learning from Human Demonstrations,2025,Proceedings of ACL (Long Papers),Published,Archival published,https://doi.org/10.18653/v1/2025.acl-long.1008,10.18653/v1/2025.acl-long.1008,10.18653/v1/2025.acl-long.1008,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.acl-long.1008,AdaptAgent: Adapting Multimodal Web Agents with Few-Shot Learning from Human Demonstrations,1.0000,proceedings-article,2025,,,,
529,AgentTrek Agent Trajectory Synthesis via Guiding Replay with Web Tutorials,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/c681fb2bf1d785fbc766f3ea14758aab-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,OS-Genesis: Automating GUI Agent Trajectory Construction via Reverse Task Synthesis,0.3890,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
530,AgentRefine Enhancing Agent Generalization through Refinement Tuning,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/a3cc50126338b175e56bb3cad134db0b-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,AgentRM: Enhancing Agent Generalization with Reward Modeling,0.6166,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
533,WebEvolver Enhancing Web Agent Self-Improvement with Coevolving World Model,2025,Proceedings of EMNLP,Published,Archival published,https://doi.org/10.18653/v1/2025.emnlp-main.454,10.18653/v1/2025.emnlp-main.454,10.18653/v1/2025.emnlp-main.454,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.emnlp-main.454,WebEvolver: Enhancing Web Agent Self-Improvement with Co-evolving World Model,0.9082,proceedings-article,2025,,,,
534,Explorer- Scaling Exploration-driven Web Trajectory Synthesis for Multimodal Web Agents,2025,Findings of ACL,Published,Archival published,https://doi.org/10.18653/v1/2025.findings-acl.326,10.18653/v1/2025.findings-acl.326,10.18653/v1/2025.findings-acl.326,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.findings-acl.326,Explorer: Scaling Exploration-driven Web Trajectory Synthesis for Multimodal Web Agents,1.0000,proceedings-article,2025,,,,
536,Web-Shepherd Advancing PRMs for Reinforcing Web Agents,2025,Advances in NeurIPS,Published,Archival published,arXiv:2505.15277,,10.52202/085713-2127,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-2127,Web-Shepherd: Advancing PRMs for Reinforcing Web Agents,1.0400,proceedings-article,2025,,,,
537,WorkForceAgent-R1 Incentivizing Reasoning Capability in LLM-based Web Agents via Reinforcement Learning,2026,Findings of the Association for Computational Linguistics: EACL 2026,Published,Archival published,arXiv:2503.07093,,10.18653/v1/2026.findings-eacl.3,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2026.findings-eacl.3,WorkForceAgent-R1: Incentivizing Reasoning Capability in LLM-based Web Agents via Reinforcement Learning,1.0400,proceedings-article,2026,,,,
538,Go-Browse- Training Web Agents with Structured Exploration,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/e0c50c0e78db8d9d881c79cac775e499-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,Branch-and-Browse: Efficient and Controllable Web Exploration with Tree-Structured Reasoning and Action Memory,0.4783,proceedings-article,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
539,TGPO- TREE-GUIDED PREFERENCE OPTIMIZATION FOR ROBUST WEB AGENT REINFORCEMENT LEARNING,2026,ICASSP,Published,Archival published,arXiv:2509.14172,,10.1109/icassp55912.2026.11464574,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1109/icassp55912.2026.11464574,TGPO: Tree-Guided Preference Optimization for Robust Web Agent Reinforcement Learning,1.0400,proceedings-article,2026,,,,
541,WebAgent-R1- Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,2025,Proceedings of EMNLP,Published,Archival published,arXiv:2504.20073,,10.18653/v1/2025.emnlp-main.401,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.18653/v1/2025.emnlp-main.401,WebAgent-R1: Training Web Agents via End-to-End Multi-Turn Reinforcement Learning,1.0400,proceedings-article,2025,,,,
543,TongUI- Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,2026,Proceedings of AAAI,Published,Archival published,arXiv:2504.16612,,10.1609/aaai.v40i15.38229,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.1609/aaai.v40i15.38229,TongUI: Internet-Scale Trajectories from Multimodal Web Tutorials for Generalized GUI Agents,1.0400,journal-article,2026,,,,
546,How to Train Your LLM Web Agent- A Statistical Diagnosis,2025,Advances in NeurIPS,Published,Archival published,arXiv:2507.04103,,10.52202/085713-1774,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/085713-1774,How to Train Your LLM Web Agent: A Statistical Diagnosis,1.0400,proceedings-article,2025,,,,
548,WebGym- Scaling Training Environments for Visual Web Agents with Realistic Tasks,2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2026),Published,Archival published,https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_WebGym_Scaling_Training_Environments_for_Long-Horizon_Visual_Web_Agents_with_CVPR_2026_paper.pdf,,,verified_no_archival_doi_manual,Official CVF Open Access record,https://openaccess.thecvf.com/content/CVPR2026/html/Bai_WebGym_Scaling_Training_Environments_for_Long-Horizon_Visual_Web_Agents_with_CVPR_2026_paper.html,,,,,,,no_doi,The official CVPR 2026 open-access record had no archival DOI at the audit cutoff. The arXiv DOI is not counted as an archival publication DOI.
552,SynthAgent- Adapting Web Agents with Synthetic Supervision,2026,Proceedings of ACL (Long Papers),Published,Archival published,https://doi.org/10.18653/v1/2026.acl-long.716,10.18653/v1/2026.acl-long.716,10.18653/v1/2026.acl-long.716,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2026.acl-long.716,SynthAgent: Adapting Web Agents with Synthetic Supervision,1.0000,proceedings-article,2026,,,,
554,WebFactory- Automated Compression of Foundational Language Intelligence into Grounded Web Agents,2026,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d560f94c582033e6d8eb0c97cdd4f721-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,AI Implicit A Foundational Paradigm for Intelligence Through Experience Compression,0.4197,posted-content,2026,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
556,On the Multi-turn Instruction Following for Conversational Web Agents,2024,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 8795-8812",Published,Archival published,https://doi.org/10.18653/v1/2024.acl-long.477,10.18653/v1/2024.acl-long.477,10.18653/v1/2024.acl-long.477,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.acl-long.477,On the Multi-turn Instruction Following for Conversational Web Agents,1.0000,proceedings-article,2024,,,,
558,AutoGuide: Automated Generation and Selection of Context-Aware Guidelines for Large Language Model Agents,2024,"Advances in Neural Information Processing Systems 37 (NeurIPS 2024), Main Conference Track",Published,Archival published,https://doi.org/10.52202/079017-3811,10.52202/079017-3811,10.52202/079017-3811,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.52202/079017-3811,AutoGuide: Automated Generation and Selection of Context-Aware Guidelines for Large Language Model Agents,1.0000,proceedings-article,2024,,,,
559,Trial and Error: Exploration-Based Trajectory Optimization for LLM Agents,2024,"Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (ACL 2024), Long Papers, pages 7584–7600",Published,Archival published,https://doi.org/10.18653/v1/2024.acl-long.409,10.18653/v1/2024.acl-long.409,10.18653/v1/2024.acl-long.409,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.acl-long.409,Trial and Error: Exploration-Based Trajectory Optimization of LLM Agents,0.9227,proceedings-article,2024,,,,
560,AutoManual: Constructing Instruction Manuals by LLM Agents via Interactive Environmental Learning,2024,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),Published,Archival published,https://proceedings.neurips.cc/,,10.52202/079017-0019,added_verified_archival_doi_crossref,Crossref exact-title search,https://doi.org/10.52202/079017-0019,AutoManual: Constructing Instruction Manuals by LLM Agents via Interactive Environmental Learning,1.0400,proceedings-article,2024,,,,
561,Navigating WebAI: Training Agents to Complete Web Tasks with Large Language Models and Reinforcement Learning,2024,Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing (SAC 2024),Published,Archival published,https://doi.org/10.1145/3605098.3635903,10.1145/3605098.3635903,10.1145/3605098.3635903,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.1145/3605098.3635903,Navigating WebAI: Training Agents to Complete Web Tasks with Large Language Models and Reinforcement Learning,1.0000,proceedings-article,2024,,,,
562,AgentGym: Evaluating and Training Large Language Model-based Agents across Diverse Environments,2025,"Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (ACL 2025), Long Papers",Published,Archival published,https://doi.org/10.18653/v1/2025.acl-long.1355,10.18653/v1/2025.acl-long.1355,10.18653/v1/2025.acl-long.1355,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.acl-long.1355,AgentGym: Evaluating and Training Large Language Model-based Agents across Diverse Environments,1.0000,proceedings-article,2025,,,,
563,Re-ReST: Reflection-Reinforced Self-Training for Language Agents,2024,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024),Published,Archival published,https://doi.org/10.18653/v1/2024.emnlp-main.861,10.18653/v1/2024.emnlp-main.861,10.18653/v1/2024.emnlp-main.861,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.emnlp-main.861,Re-ReST: Reflection-Reinforced Self-Training for Language Agents,1.0000,proceedings-article,2024,,,,
564,Watch Every Step LLM Agent Learning via Iterative Step-Level Process Refinement,2024,"EMNLP 2024 (Main), pp. 1556–1572",Published,Archival published,https://doi.org/10.18653/v1/2024.emnlp-main.93; 2406.11176,10.18653/v1/2024.emnlp-main.93,10.18653/v1/2024.emnlp-main.93,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.emnlp-main.93,Watch Every Step! LLM Agent Learning via Iterative Step-level Process Refinement,1.0000,proceedings-article,2024,,,,
565,Auto-Intent: Automated Intent Discovery and Self-Exploration for Large Language Model Web Agents,2024,Findings of the Association for Computational Linguistics: EMNLP 2024,Published,Archival published,https://doi.org/10.18653/v1/2024.findings-emnlp.964,10.18653/v1/2024.findings-emnlp.964,10.18653/v1/2024.findings-emnlp.964,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2024.findings-emnlp.964,Auto-Intent: Automated Intent Discovery and Self-Exploration for Large Language Model Web Agents,1.0000,proceedings-article,2024,,,,
566,Synatra: Turning Indirect Knowledge into Direct Demonstrations for Digital Agents at Scale,2024,Advances in Neural Information Processing Systems 37 (NeurIPS 2024),Published,Archival published,https://doi.org/10.52202/079017-2908,10.52202/079017-2908,10.52202/079017-2908,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.52202/079017-2908,Synatra: Turning Indirect Knowledge into Direct Demonstrations for Digital Agents at Scale,1.0000,proceedings-article,2024,,,,
568,OS-Genesis Automating GUI Agent Trajectory Construction via Reverse Task Synthesis,2025,"ACL 2025 (Long, pp. 5555–5579)",Published,Archival published,https://doi.org/10.18653/v1/2025.acl-long.277; 2412.19723,10.18653/v1/2025.acl-long.277,10.18653/v1/2025.acl-long.277,verified_existing_archival_doi,Crossref direct DOI lookup,https://doi.org/10.18653/v1/2025.acl-long.277,OS-Genesis: Automating GUI Agent Trajectory Construction via Reverse Task Synthesis,1.0000,proceedings-article,2025,,,,
569,Learn-by-interact- A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,2025,International Conference on Learning Representations,Published,Archival published,https://proceedings.iclr.cc/paper_files/paper/2025/hash/dd745a0c4f91fe91866fe6788be9cc28-Abstract-Conference.html,,,verified_no_archival_doi_expected_for_venue,,,LFE: A Learn-from-Error Framework for Adaptive Robotic Intelligence in AIoT Environments,0.5742,proceedings-article,2025,,,,API notes: Crossref=ok; OpenAlex=HTTP 429
