adjudication_batch,record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
B2_NO_MATCH,540,WebExplorer: Explore and Evolve for Training Long-Horizon Web Agents,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2509.06501,https://arxiv.org/abs/2509.06501,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
A3_upgrades,544,INFINITEWEB: Scalable Web Environment Synthesis for GUI Agent Training,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2026.acl-long.1313,https://doi.org/10.18653/v1/2026.acl-long.1313,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,545,Avenir-Web1: Human-Experience-Imitating Multimodal Web Agents with Mixture of Grounding Experts,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2602.02468,https://arxiv.org/abs/2602.02468,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B1_remainder,548,WebGym: Scaling Training Environments for Visual Web Agents with Realistic Tasks,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_CVF,Archival published,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR 2026),https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_WebGym_Scaling_Training_Environments_for_Long-Horizon_Visual_Web_Agents_with_CVPR_2026_paper.pdf,https://openaccess.thecvf.com/content/CVPR2026/papers/Bai_WebGym_Scaling_Training_Environments_for_Long-Horizon_Visual_Web_Agents_with_CVPR_2026_paper.pdf,Official CVPR 2026 proceedings PDF contains WebGym under its final long-horizon title; author page also lists CVPR 2026.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; normalize final title/venue and official CVF identifier
B1_ICLR,554,WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d560f94c582033e6d8eb0c97cdd4f721-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/d560f94c582033e6d8eb0c97cdd4f721-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,569,Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2025/hash/dd745a0c4f91fe91866fe6788be9cc28-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2025/hash/dd745a0c4f91fe91866fe6788be9cc28-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Learn-by-interact: A Data-Centric Framework For Self-Adaptive Agents in Realistic Environments. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_COLM,570,Advancing Language Multi-Agent Learning with Credit Re-Assignment for Interactive Environment Generalization,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM 2025,OpenReview SoEmgM1ioC; 2502.14496,https://openreview.net/pdf?id=SoEmgM1ioC,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
A1,575,Large Language Models Empowered Personalized Web Agents,VENUE_MISMATCH,RETAIN_ARCHIVAL_NORMALIZE_VENUE,Archival published,Proceedings of the ACM on Web Conference 2025,https://doi.org/10.1145/3696410.3714842,https://doi.org/10.1145/3696410.3714842,"The exact DOI identifies the archival ACM Web Conference 2025 proceedings article, pages 198-215. 'WWW 2025 (Oral)' is a shorthand/event label for the same publication.",ChatGPT-assisted manual evidence review,2026-09-13,keep status; normalize venue
B1_COLM,578,Breaking the Data Barrier -- Building GUI Agents Through Task Generalization,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,COLM 2025,OpenReview QDtORaZt8K; 2504.10127,https://openreview.net/pdf/65903331eb76e9b57f2b8de9291044b97381d0d6.pdf,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
A2_openreview,580,Efficient Agent Training for Computer Use,DOWNGRADE,SET_ARCHIVAL_PUBLISHED,Archival published,ICLR 2026,https://openreview.net/forum?id=cDuA6ZNvCl,https://openreview.net/pdf?id=cDuA6ZNvCl,Official OpenReview PDF states 'Published as a conference paper at ICLR 2026'. The earlier accepted status can be finalized as published.,ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; normalize venue to ICLR 2026
A3_upgrades,583,GUI-G1 Understanding R1-Zero-Like Training for Visual Grounding in GUI Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Advances in Neural Information Processing Systems 38,https://doi.org/10.52202/085713-3201,https://doi.org/10.52202/085713-3201,"Exact/near-exact title match with a strong archival DOI and archival container 'Advances in Neural Information Processing Systems 38', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A2_openreview,584,MobileIPL: Enhancing Mobile Agents Thinking Process via Iterative Preference Learning,DOWNGRADE,SET_ARCHIVAL_PUBLISHED,Archival published,ICLR 2026,https://openreview.net/forum?id=PS8iu4PxKz,https://openreview.net/forum?id=PS8iu4PxKz,Current OpenReview material is labeled 'Published as a conference paper at ICLR 2026'. The earlier accepted status can be finalized as published.,ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; normalize venue to ICLR 2026
B2_NO_MATCH,585,ProgRM Build Better GUI Agents with Progress Rewards,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv / preprint,https://arxiv.org/abs/2505.18121,https://arxiv.org/abs/2505.18121,Targeted exact-title review found no later authoritative conference or journal publication as of 2026-09-13; the existing preprint classification is retained.,ChatGPT-assisted manual evidence review,2026-09-13,retain Preprint/technical report; normalize arXiv identifier when available
B1_remainder,589,Structured Agent Distillation for Large Language Model,DOWNGRADE,SET_ARCHIVAL_PUBLISHED_AAMAS,Archival published,Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems (AAMAS 2026),https://doi.org/10.65109/olhj8062,https://www.ifaamas.org/Proceedings/aamas2026/forms/contents.htm,Official AAMAS 2026 proceedings contents list “Structured Agent Distillation for Large Language Model Agents”; Crossref also returns proceedings DOI 10.65109/olhj8062.,ChatGPT-assisted manual evidence review,2026-09-13,set archival published; set AAMAS 2026 venue and DOI
A2_official_proceedings,590,Towards Efficient Online Tuning of VLM Agents via Counterfactual Soft Reinforcement Learning,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_PROCEEDINGS,Archival published,"Proceedings of the 42nd International Conference on Machine Learning, PMLR 267",https://proceedings.mlr.press/v267/feng25n.html,https://proceedings.mlr.press/v267/feng25n.html,Official PMLR proceedings page confirms the exact paper as an ICML 2025 publication. Automated downgrade is false.,ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain PMLR identifier
B1_ICLR,595,AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/fb0f9005938c5a80b1114a42156e99e2-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/fb0f9005938c5a80b1114a42156e99e2-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: AgentSynth: Scalable Task Generation for Generalist Computer-Use Agents. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A3_upgrades,600,Coding Agents with Multimodal Browsing are Generalist Problem Solvers,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: EACL 2026,https://doi.org/10.18653/v1/2026.findings-eacl.318,https://doi.org/10.18653/v1/2026.findings-eacl.318,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: EACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B2_NO_MATCH,607,Online Process Reward Learning for Agentic Reinforcement Learning,NO_MATCH,RETAIN_PREPRINT_TARGETED_SEARCH_NO_ARCHIVAL,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2509.19199,https://arxiv.org/abs/2509.19199,Exact-title search located only the arXiv preprint for Online Process Reward Learning for Agentic Reinforcement Learning.,ChatGPT-assisted manual evidence review,2026-09-13,retain preprint
A2_openreview,612,"Agent Data Protocol: Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",DOWNGRADE,SET_ARCHIVAL_PUBLISHED,Archival published,ICLR 2026,https://openreview.net/forum?id=tG6301ORHd,https://iclr.cc/virtual/2026/events/oral,Official ICLR 2026 Oral program lists the exact paper and authors. The earlier accepted status can be finalized as published; the stored OpenReview id is retained as the paper identifier.,ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; normalize venue to ICLR 2026 (Oral)
B1_ICLR,615,"Don’t Just Fine-tune the Agent, Tune the Environment",DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://openreview.net/forum?id=nzodtGccEM,https://openreview.net/forum?id=nzodtGccEM,"The record-specific OpenReview entry is an ICLR 2026 poster for Don’t Just Fine-tune the Agent, Tune the Environment; the title also appears in the official ICLR 2026 paper list.",ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,619,Search Self-play: Pushing the Frontier of Agent Capability without Supervision,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,https://proceedings.iclr.cc/paper_files/paper/2026/hash/6ac12f42db406e6be14d669884e73212-Abstract-Conference.html,https://proceedings.iclr.cc/paper_files/paper/2026/hash/6ac12f42db406e6be14d669884e73212-Abstract-Conference.html,Official ICLR proceedings record for the exact paper: Search Self-Play: Pushing the Frontier of Agent Capability without Supervision. This replaces the earlier generic proceedings-search evidence.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B2_NO_MATCH,620,The Unreasonable Effectiveness of Scaling Agents for Computer Use,NO_MATCH,RETAIN_PREPRINT_ICLR_UNDER_REVIEW,Preprint/technical report,arXiv / ICLR 2026 submission under review,https://arxiv.org/abs/2510.02250,https://openreview.net/pdf?id=R0viKzJ70t,"The exact OpenReview manuscript is explicitly marked Under review as a conference paper at ICLR 2026, and the title is absent from the official ICLR 2026 papers list.",ChatGPT-assisted manual evidence review,2026-09-13,retain preprint; do not mark ICLR accepted
B2_NO_MATCH,629,WEBSERV: A Browser-Server Environment for Efficient Training of Reinforcement Learning-based Web Agents at Scale,NO_MATCH,RETAIN_WORKSHOP_NON_ARCHIVAL,Workshop/non-archival,NeurIPS 2025 MTI-LLM Workshop,https://openreview.net/forum?id=YHcHQY8TIY,https://openreview.net/forum?id=YHcHQY8TIY,"Register and OpenReview identify a workshop poster, not an archival main-conference paper.",ChatGPT-assisted manual evidence review,2026-09-13,retain Workshop/non-archival
A3_upgrades,630,ExpSeek: Self-Triggered Experience Seeking for Web Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://doi.org/10.18653/v1/2026.findings-acl.1462,https://doi.org/10.18653/v1/2026.findings-acl.1462,"Exact/near-exact title match with a strong archival DOI and archival container 'Findings of the Association for Computational Linguistics: ACL 2026', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
