record_id,title,register_status,register_venue,register_identifier,resolved_via,title_match,found_title,found_venue,found_type,found_year,found_doi,openalex_id,candidate_sources,candidate_count,archival_candidate_count,strong_archival_candidate_count,rejected_title_mismatches,archival_evidence,VERDICT,notes
419,TheMCPCompany: Creating General-purpose Agents with Task-specific Tools,Archival published,International Conference on Learning Representations,arXiv:2504.11676,openalex:title,1.0,TheMCPCompany: Creating General-purpose Agents with Task-specific Tools,,preprint,2025,10.48550/arxiv.2510.19286,https://openalex.org/W4416246691,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
420,OSWORLD-MCP: BENCHMARKING MCP TOOL INVOCATION IN COMPUTER-USE AGENTS,Preprint/technical report,,2510.24563,datacite:arxiv,1.0,OSWorld-MCP: Benchmarking MCP Tool Invocation In Computer-Use Agents,arXiv,Preprint,2025,10.48550/arxiv.2510.24563,,datacite:arxiv,1,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2510.24563,OK_PREPRINT,
421,EcomBench: Towards Holistic Evaluation of Foundation Agents in E-commerce,Preprint/technical report,,2512.08868,datacite:arxiv,1.0,EcomBench: Towards Holistic Evaluation of Foundation Agents in E-commerce,arXiv,Preprint,2025,10.48550/arxiv.2512.08868,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2512.08868,OK_PREPRINT,
422,Evaluating Long-Context Reasoning in LLM-Based WebAgents,Workshop/non-archival,"NeurIPS 2025 LAW Workshop (Bridging Language, Agent, and World Models)",2512.04307,datacite:arxiv,1.0,Evaluating Long-Context Reasoning in LLM-Based WebAgents,arXiv,Preprint,2025,10.48550/arxiv.2512.04307,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2512.04307,OK_PREPRINT,
423,AGENCYBENCH: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,Archival published,"ACL 2026 (Vol. 1: Long Papers, pp. 7422–7440)",https://aclanthology.org/2026.acl-long.337/; 2601.11044,crossref:title,1.0,AgencyBench: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2026,10.18653/v1/2026.acl-long.337,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | openalex:title | openalex:title | crossref:title,7,2,2,,openalex:title: DOI prefix 10.18653 (ACL Anthology) | openalex:title: pages 7422-7440 | crossref:title: crossref type=proceedings-article venue='Proceedings of the 64th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
424,Ego2Web: A Web Agent Benchmark Grounded in Egocentric Videos,Archival published,CVPR 2026 (CVF Open Access),https://openaccess.thecvf.com/CVPR2026; 2603.22529,datacite:arxiv,1.0,Ego2Web: A Web Agent Benchmark Grounded in Egocentric Videos,arXiv,Preprint,2026,10.48550/arxiv.2603.22529,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2603.22529,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
425,AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web,Archival accepted,ICML 2026 (Proc. 43rd Int. Conf. on Machine Learning; Poster),https://icml.cc/ (2026 proceedings); 2604.10938,datacite:arxiv,1.0,AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web,arXiv,Preprint,2026,10.48550/arxiv.2604.10938,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2604.10938,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
427,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",Archival published,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing (EMNLP 2024), pages 7315-7332",https://doi.org/10.18653/v1/2024.emnlp-main.416,crossref:doi,1.0,"MAgIC: Investigation of Large Language Model Powered Multi-Agent in Cognition, Adaptability, Rationality and Collaboration",Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2024,10.18653/v1/2024.emnlp-main.416,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 7315-7332 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
428,ML-Bench Evaluating Large Language Models and Agents for Machine Learning Tasks on Repository-Level Code,Workshop/conditional,ICLR 2025 Workshop: Towards Agentic AI for Science,arXiv:2311.09835,datacite:arxiv,1.0,ML-Bench: Evaluating Large Language Models and Agents for Machine Learning Tasks on Repository-Level Code,arXiv,Preprint,2023,10.48550/arxiv.2311.09835,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2311.09835,OK_PREPRINT,
429,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,Archival published,"International Journal of Computer Vision, volume 134, article 118",https://doi.org/10.1007/s11263-025-02676-0,crossref:doi,1.0,EgoPlan-Bench: Benchmarking Multimodal Large Language Models for Human-Level Planning,International Journal of Computer Vision,journal-article,2026,10.1007/s11263-025-02676-0,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[journal]='International Journal of Computer Vision' | openalex:doi: DOI prefix 10.1007 (Springer) | crossref:doi: crossref type=journal-article venue='International Journal of Computer Vision',OK_ARCHIVAL,
430,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,Archival published,"Proceedings of the 41st International Conference on Machine Learning (ICML 2024), PMLR 235, pages 19544-19572",https://proceedings.mlr.press/v235/hu24s.html,openalex:title,1.0,InfiAgent-DABench: Evaluating Agents on Data Analysis Tasks,,preprint,2024,10.48550/arxiv.2401.05507,https://openalex.org/W4390833011,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
431,Auto-Eval Judge: Towards a General Agentic Framework for Task Completion Evaluation,Preprint/technical report,arXiv preprint,,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
432,Computer-Use Agents as Judges for Generative User Interface,Excluded after publication-status validation,arXiv preprint; ACL Rolling Review May 2026 submission,arXiv:2511.15567,datacite:arxiv,1.0,Computer-Use Agents as Judges for Generative User Interface,arXiv,Preprint,2025,10.48550/arxiv.2511.15567,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title,4,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2511.15567,OK_PREPRINT,
433,A Long Way to Go: Investigating Length Correlations in RLHF,Archival published,First Conference on Language Modeling (COLM 2024),arXiv:2310.03716,datacite:arxiv,1.0,A Long Way to Go: Investigating Length Correlations in RLHF,arXiv,Preprint,2023,10.48550/arxiv.2310.03716,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2310.03716,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
436,UNDERSTANDING HTML WITH LARGE LANGUAGE,Archival published,Findings of EMNLP,https://doi.org/10.18653/v1/2023.findings-emnlp.185,crossref:doi,0.916,Understanding HTML with Large Language Models,Findings of the Association for Computational Linguistics: EMNLP 2023,proceedings-article,2023,10.18653/v1/2023.findings-emnlp.185,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 2803-2821 | crossref:doi: crossref type=proceedings-article venue='Findings of the Association for Computational Linguistics: EMNLP 2023',VENUE_MISMATCH,register 'Findings of EMNLP' vs external archival venues ['Findings of the Association for Computational Linguistics: EMNLP 2023']
437,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,Archival published,Proceedings of ICML,arXiv:2210.03347,datacite:arxiv,1.0,Pix2Struct: Screenshot Parsing as Pretraining for Visual Language Understanding,arXiv,Preprint,2022,10.48550/arxiv.2210.03347,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2210.03347,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
438,Set-of-Mark Prompting Unleashes Extraordinary Visual Grounding in GPT-4V,Preprint/technical report,arXiv preprint arXiv:2310.11441,,openalex:title,1.0,Set-of-Mark Prompting Unleashes Extraordinary Visual Grounding in GPT-4V,,preprint,2023,10.48550/arxiv.2310.11441,https://openalex.org/W4387800098,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
439,Pix2Act -- From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,Archival published,Advances in NeurIPS,arXiv:2306.00245,crossref:title,0.956,From Pixels to UI Actions: Learning to Follow Instructions via Graphical User Interfaces,Advances in Neural Information Processing Systems 36,proceedings-article,2023,10.52202/075280-1490,,datacite:arxiv | openalex:arxiv | openalex:title | crossref:title,4,1,0,,crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 36',DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
440,CogAgent A Visual Language Model for GUI Agents,Archival published,Proceedings of CVPR,arXiv:2312.08914,crossref:title,1.0,CogAgent: A Visual Language Model for GUI Agents,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,2024,10.1109/cvpr52733.2024.01354,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 14281-14290 | crossref:title: crossref type=proceedings-article venue='2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',OK_ARCHIVAL,
441,SeeClick: Harnessing GUI Grounding for Advanced Visual GUI Agents,Archival published,Proceedings of ACL (Long Papers),https://doi.org/10.18653/v1/2024.acl-long.505,crossref:doi,1.0,SeeClick: Harnessing GUI Grounding for Advanced Visual GUI Agents,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),proceedings-article,2024,10.18653/v1/2024.acl-long.505,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 9313-9332 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)',OK_ARCHIVAL,
443,OmniParser for Pure Vision Based GUI Agent,Archival published,International Conference on Learning Representations,arXiv:2408.00203,datacite:arxiv,1.0,OmniParser for Pure Vision Based GUI Agent,arXiv,Preprint,2024,10.48550/arxiv.2408.00203,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2408.00203,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
444,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,Archival published,International Conference on Learning Representations,arXiv:2410.23218,datacite:arxiv,1.0,OS-ATLAS: A Foundation Action Model for Generalist GUI Agents,arXiv,Preprint,2024,10.48550/arxiv.2410.23218,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2410.23218,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
445,ShowUI One Vision-Language-Action Model for GUI Visual Agent,Archival published,Proceedings of CVPR,arXiv:2411.17465,crossref:title,1.0,ShowUI: One Vision-Language-Action Model for GUI Visual Agent,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,2025,10.1109/cvpr52734.2025.01816,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 19498-19508 | crossref:title: crossref type=proceedings-article venue='2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',OK_ARCHIVAL,
446,UI-TARS Pioneering Automated GUI Interaction with Native Agents,Preprint/technical report,arXiv preprint arXiv:2501.12326,,openalex:title,1.0,UI-TARS: Pioneering Automated GUI Interaction with Native Agents,,preprint,2025,10.48550/arxiv.2501.12326,https://openalex.org/W4406755521,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
447,Magma: A Foundation Model for Multimodal AI Agents,Archival published,Proceedings of CVPR,arXiv:2502.13130,crossref:title,1.0,Magma: A Foundation Model for Multimodal AI Agents,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),proceedings-article,2025,10.1109/cvpr52734.2025.01325,,datacite:arxiv | openalex:arxiv | openalex:title | openalex:title | crossref:title,5,2,2,,openalex:title: DOI prefix 10.1109 (IEEE) | openalex:title: pages 14203-14214 | crossref:title: crossref type=proceedings-article venue='2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)',OK_ARCHIVAL,
448,Surfer-H Meets Holo1: Cost-Efficient Web Agent Powered by Open Weights,Preprint/technical report,arXiv preprint arXiv:2506.02865,https://doi.org/10.48550/arXiv.2506.02865,datacite:arxiv,1.0,Surfer-H Meets Holo1: Cost-Efficient Web Agent Powered by Open Weights,arXiv,Preprint,2025,10.48550/arxiv.2506.02865,,datacite:arxiv | openalex:doi | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2506.02865,OK_PREPRINT,
449,UGround: Unified Visual Grounding for GUI Agents,Archival published,International Conference on Learning Representations,https://openreview.net/forum?id=kxnoqaisCT,unresolved,,,,,,,,,0,0,0,,,NO_MATCH,"no title-consistent match in DataCite, OpenAlex, Crossref, or DBLP; verify manually"
450,GUI-Actor Coordinate-Free Visual Grounding for GUI Agents,Archival published,Advances in NeurIPS,arXiv:2506.03143,crossref:title,1.0,GUI-Actor: Coordinate-Free Visual Grounding for GUI Agents,Advances in Neural Information Processing Systems 38,proceedings-article,2025,10.52202/085713-0508,,datacite:arxiv | openalex:title | crossref:title,3,2,2,,openalex:title: DOI prefix 10.52202 (NeurIPS/PMLR) | openalex:title: pages 16909-16936 | crossref:title: crossref type=proceedings-article venue='Advances in Neural Information Processing Systems 38',OK_ARCHIVAL,
452,FocusAgent: Simple Yet Effective Ways of Trimming the Large Context of Web Agents,Preprint/technical report,arXiv preprint arXiv:2510.03204,,openalex:title,1.0,FocusAgent: Simple Yet Effective Ways of Trimming the Large Context of Web Agents,,preprint,2025,10.48550/arxiv.2510.03204,https://openalex.org/W4416371353,openalex:title,1,0,0,,openalex:title: OpenAlex type=preprint,OK_PREPRINT,
453,LCoW: Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,Archival published,International Conference on Learning Representations,arXiv:2503.10689,datacite:arxiv,0.969,Learning to Contextualize Web Pages for Enhanced Decision Making by LLM Agents,arXiv,Preprint,2025,10.48550/arxiv.2503.10689,,datacite:arxiv | openalex:arxiv | openalex:title,3,0,0,,datacite:arxiv: DataCite arXiv DOI 10.48550/arXiv.2503.10689,DOWNGRADE,register claims archival; no strong title-consistent archival evidence found
454,Prune4Web: DOM Tree Pruning Programming for Web Agent,Archival published,Proceedings of AAAI,https://doi.org/10.1609/aaai.v40i41.40772,crossref:doi,1.0,Prune4Web: DOM Tree Pruning Programming for Web Agent,Proceedings of the AAAI Conference on Artificial Intelligence,journal-article,2026,10.1609/aaai.v40i41.40772,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[conference]='Proceedings of the AAAI Conference on Artificial Intelligence' | openalex:doi: DOI prefix 10.1609 (AAAI) | openalex:doi: pages 34710-34718 | crossref:doi: crossref type=journal-article venue='Proceedings of the AAAI Conference on Artificial Intelligence',OK_ARCHIVAL,
456,WebSRC: A Dataset for Web-Based Structural Reading Comprehension,Archival published,Proceedings of EMNLP,https://doi.org/10.18653/v1/2021.emnlp-main.343,crossref:doi,1.0,WebSRC: A Dataset for Web-Based Structural Reading Comprehension,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,proceedings-article,2021,10.18653/v1/2021.emnlp-main.343,,openalex:doi | crossref:doi,2,2,2,,openalex:doi: location[conference]='Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing' | openalex:doi: DOI prefix 10.18653 (ACL Anthology) | openalex:doi: pages 4173-4185 | crossref:doi: crossref type=proceedings-article venue='Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing',OK_ARCHIVAL,
